id,name,full_name,region,zone,search_text
53205448-74f1-4aa3-9d99-7231206c3009,ደርባ,"ደርባ, አማሮ ልዩ ወረዳ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,አማሮ ልዩ ወረዳ,ደርባ አማሮ ልዩ ወረዳ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
53ce6f2d-e726-488e-95ac-56e159ae3377,አዋሽ,"አዋሽ, አፋር ዞን 3, አፋር",አፋር,አፋር ዞን 3,አዋሽ አፋር ዞን 3 አፋር
53df7dcc-a1ae-4589-be72-47ca32d28db2,ዛንጋ,"ዛንጋ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,ዛንጋ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
542c7b17-de56-4197-9289-0a6760dadb76,ገዳቢየት,"ገዳቢየት, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,ገዳቢየት ሰሜን ጎንደር አማራ
549a3c3d-f76f-4963-b073-6487380ed856,ጂንካ,"ጂንካ, ደቡብ ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ደቡብ ኦሞ,ጂንካ ደቡብ ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
54dec2c1-b0cd-408a-b37f-e173a4bc132b,አበርተጌ,"አበርተጌ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,አበርተጌ ሰሜን ጎንደር አማራ
559fcf6d-d87c-4fcd-87d2-7abade6c467e,አሊቶ,"አሊቶ, አፋር ዞን 1, አፋር",አፋር,አፋር ዞን 1,አሊቶ አፋር ዞን 1 አፋር
56438cd9-107d-4e60-a7c8-a7df3d422bff,ቶጎ በር,"ቶጎ በር, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,ቶጎ በር ምዕራባዊ ትግራይ
579221d5-0cac-4e73-b5a2-cf75cea2d63c,አዲ ዳይሮ,"አዲ ዳይሮ, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,አዲ ዳይሮ ምዕራባዊ ትግራይ
583f478b-9027-49c8-831c-5cca63059fcb,ቆሲ,"ቆሲ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ቆሲ ባሌ ኦሮሚያ
587299c1-281d-4d06-ab23-5f97780a3912,ጭያም,"ጭያም, ጋምቤላ ዞን 2, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 2,ጭያም ጋምቤላ ዞን 2 ጋምቤላ
5a07bd1f-46c0-4a31-940c-b2fe35cf7fb1,ሰሩ,"ሰሩ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ሰሩ አርሲ ኦሮሚያ
5a8a16a1-7636-4679-8d16-0ad96261d5fe,መና,"መና, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,መና ባሌ ኦሮሚያ
5aecb4b1-d133-43a5-89cc-5ed04ce5cec4,ቶሪ,"ቶሪ, ጋምቤላ ዞን 3, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 3,ቶሪ ጋምቤላ ዞን 3 ጋምቤላ
5b2dfc92-15bf-4d4a-91f0-0db2c6795ab1,በቀቅሳ,"በቀቅሳ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,በቀቅሳ አርሲ ኦሮሚያ
5c7a092c-3c22-44f0-b3c9-0be9e9fa8a28,አራሃ,"አራሃ, አፋር ዞን 3, አፋር",አፋር,አፋር ዞን 3,አራሃ አፋር ዞን 3 አፋር
5cc3912d-3c10-4ce4-8b76-3600d6f554b6,ደብር,"ደብር, ምስራቃዊ, ትግራይ",ትግራይ,ምስራቃዊ,ደብር ምስራቃዊ ትግራይ
5d4d2835-1091-448f-89b5-cb62407c1e37,ሺላቤ,"ሺላቤ, ኮራሄ, ሶማሊ",ሶማሊ,ኮራሄ,ሺላቤ ኮራሄ ሶማሊ
5daa1432-1d62-4e97-aae6-6f7b1e88c604,ሮቢ,"ሮቢ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ሮቢ አርሲ ኦሮሚያ
5f36d45e-39af-4095-afe5-966fc33b9d3a,አዲ ሃና,"አዲ ሃና, ደቡባዊ, ትግራይ",ትግራይ,ደቡባዊ,አዲ ሃና ደቡባዊ ትግራይ
5fbacdba-d636-4559-be3b-2e8f528ecd68,አባ ቀላ,"አባ ቀላ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,አባ ቀላ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
5fd9f171-3dbe-4eb0-8072-9dea0ba1571a,አፓናዋኔ,"አፓናዋኔ, ጋምቤላ ዞን 2, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 2,አፓናዋኔ ጋምቤላ ዞን 2 ጋምቤላ
5fe0c3bf-5d9b-43a8-aac3-1a73cc3c73bf,ዲምቢራ,"ዲምቢራ, ከፊቾ ሸኪቾ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ከፊቾ ሸኪቾ,ዲምቢራ ከፊቾ ሸኪቾ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
61052754-e536-4bca-848b-ad47cd15e232,ደቡብ,"ደቡብ, ደቡባዊ, ትግራይ",ትግራይ,ደቡባዊ,ደቡብ ደቡባዊ ትግራይ
6198095f-8233-4a59-aaa1-46bfa41c859d,ጓዳ,"ጓዳ, ደቡብ ጎንደር, አማራ",አማራ,ደቡብ ጎንደር,ጓዳ ደቡብ ጎንደር አማራ
61ae8332-7963-49a0-aa04-06d0f711fda8,ደገህ ቡር,"ደገህ ቡር, ደገሃቡር, ሶማሊ",ሶማሊ,ደገሃቡር,ደገህ ቡር ደገሃቡር ሶማሊ
63ca07ae-6aee-4c4f-a635-3c6fe75495cf,ዲንሾ,"ዲንሾ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ዲንሾ ባሌ ኦሮሚያ
643b6bf8-758c-4d44-9a94-8676149a16ad,ሮቤ,"ሮቤ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ሮቤ ባሌ ኦሮሚያ
6494d7ec-bea7-4a95-ad16-3faec6ee04f5,አክዊ,"አክዊ, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,አክዊ ምዕራባዊ ትግራይ
64a6a6e5-9618-4552-a2e7-49e6bd768756,ኤይዱ,"ኤይዱ, ሰሜን ሸዋ, ኦሮሚያ",ኦሮሚያ,ሰሜን ሸዋ,ኤይዱ ሰሜን ሸዋ ኦሮሚያ
64b75a9d-8d9a-4e87-97b2-b6723db86c19,ቢሀታ,"ቢሀታ, ከፊቾ ሸኪቾ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ከፊቾ ሸኪቾ,ቢሀታ ከፊቾ ሸኪቾ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
6568e33f-c2b2-4649-b3bd-98b26ab7a662,ባምቢሺ,"ባምቢሺ, አሶሳ, ቤኒሻንጉል ጉሙዝ",ቤኒሻንጉል ጉሙዝ,አሶሳ,ባምቢሺ አሶሳ ቤኒሻንጉል ጉሙዝ
6647b4de-67fc-44b5-9744-ed4e6ce08f99,ዲቡጉር,"ዲቡጉር, ጎዴ, ሶማሊ",ሶማሊ,ጎዴ,ዲቡጉር ጎዴ ሶማሊ
667b1949-3ae4-4359-a1ca-78fcbb9a2da6,ጎዴ,"ጎዴ, ሶማሊ",ሶማሊ,ጎዴ,ጎዴ ጎዴ ሶማሊ
66b4e49a-ad4d-4bd8-8e72-97edc72caf08,ሐረር,"ሐረር, ሐረሪ, ሐረሪ",ሐረሪ,ሐረሪ,ሐረር ሐረሪ ሐረሪ
66cdf523-7392-4b24-be4c-0bf3acd0a288,አዲ አርቃይ,"አዲ አርቃይ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,አዲ አርቃይ ሰሜን ጎንደር አማራ
68efd63e-09fb-493e-a752-282dea300f87,ዳራ,"ዳራ, ደቡባዊ, ትግራይ",ትግራይ,ደቡባዊ,ዳራ ደቡባዊ ትግራይ
696a2f7f-5c30-40f7-8c27-67a9d5d8d39f,ቡኦል,"ቡኦል, ጋምቤላ ዞን 3, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 3,ቡኦል ጋምቤላ ዞን 3 ጋምቤላ
6b9f2b54-2d73-4aab-8b3d-833dc66f4f69,ገልጻ,"ገልጻ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,ገልጻ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
6befd385-d7c6-45e2-abe3-b9195ef83320,አዲስ ዘመን,"አዲስ ዘመን, ደቡብ ጎንደር, አማራ",አማራ,ደቡብ ጎንደር,አዲስ ዘመን ደቡብ ጎንደር አማራ
6dda3680-9684-49ee-a91b-732b53256db3,ሚዛን ተፈሪ,"ሚዛን ተፈሪ, ቤንች ማጂ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ቤንች ማጂ,ሚዛን ተፈሪ ቤንች ማጂ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
6dffa45f-9120-4e62-ae02-67eaad31410e,ኮራሄ,"ኮራሄ, ኮራሄ, ሶማሊ",ሶማሊ,ኮራሄ,ኮራሄ ኮራሄ ሶማሊ
6f89b6e8-ffbf-4256-8c5d-e6116709740f,ኦመድላ,"ኦመድላ, መተከል, ቤኒሻንጉል ጉሙዝ",ቤኒሻንጉል ጉሙዝ,መተከል,ኦመድላ መተከል ቤኒሻንጉል ጉሙዝ
705c64eb-c0f5-473b-8eda-8f5bf63833f1,ሺያቦኒ,"ሺያቦኒ, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,ሺያቦኒ ምዕራባዊ ትግራይ
70a121a0-d539-459d-a831-9588ee8074f5,አገንጋ,"አገንጋ, ጋምቤላ ዞን 2, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 2,አገንጋ ጋምቤላ ዞን 2 ጋምቤላ
71643061-bdcb-44ec-9e34-d9239d9f2dec,አማሮ,"አማሮ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,አማሮ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
728ff706-4467-413a-a05c-6ccdc4aef682,ሙኬ ጡሪ,"ሙኬ ጡሪ, ሰሜን ሸዋ, ኦሮሚያ",ኦሮሚያ,ሰሜን ሸዋ,ሙኬ ጡሪ ሰሜን ሸዋ ኦሮሚያ
73cd6b80-4e5e-497a-b090-5ec1126f7cbb,ቁንዚላ,"ቁንዚላ, ምዕራብ ጎጃም, አማራ",አማራ,ምዕራብ ጎጃም,ቁንዚላ ምዕራብ ጎጃም አማራ
76f77c94-09ba-4f82-b501-49e3cc642744,ቲርጎል,"ቲርጎል, ጋምቤላ ዞን 3, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 3,ቲርጎል ጋምቤላ ዞን 3 ጋምቤላ
78cd751b-9dbf-4996-b7b8-7e52d81af1d2,ኦም ሃጀር,"ኦም ሃጀር, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,ኦም ሃጀር ምዕራባዊ ትግራይ
792338c5-1153-482e-83e2-379a69d47107,አዘዞ,"አዘዞ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,አዘዞ ሰሜን ጎንደር አማራ
7a6e9275-6358-4429-9db3-e570c6b230d8,አዲ ቀይሕ,"አዲ ቀይሕ, ደቡባዊ, ትግራይ",ትግራይ,ደቡባዊ,አዲ ቀይሕ ደቡባዊ ትግራይ
7a733285-63cb-4e18-b86d-8c12989b6bb1,አዲ ሬሞዝ,"አዲ ሬሞዝ, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,አዲ ሬሞዝ ምዕራባዊ ትግራይ
7b015b5e-ab04-4ff8-ae2a-ea3b038bd291,አቦምሳ,"አቦምሳ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,አቦምሳ አርሲ ኦሮሚያ
7b2cbc5b-f223-4fbc-b15c-c81f2ff959fc,ፈለገ ሰላም,"ፈለገ ሰላም, ከፊቾ ሸኪቾ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ከፊቾ ሸኪቾ,ፈለገ ሰላም ከፊቾ ሸኪቾ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
7c1b9081-09cb-418c-87e0-526059cfa3b6,ማይጨው,"ማይጨው, ደቡባዊ, ትግራይ",ትግራይ,ደቡባዊ,ማይጨው ደቡባዊ ትግራይ
7d131949-33f8-49b6-a0d7-6b288fb9e907,ወረታ,"ወረታ, ደቡብ ጎንደር, አማራ",አማራ,ደቡብ ጎንደር,ወረታ ደቡብ ጎንደር አማራ
7dafee07-7c4f-4fa2-bdb3-f25bf40cda1c,ቁንዮ,"ቁንዮ, አፍዴር, ሶማሊ",ሶማሊ,አፍዴር,ቁንዮ አፍዴር ሶማሊ
7e182e54-83f4-4f77-b282-f83ff82fedda,ኡዲያ,"ኡዲያ, ጋምቤላ ዞን 2, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 2,ኡዲያ ጋምቤላ ዞን 2 ጋምቤላ
7e308a67-9aed-407e-9b64-82cd61ea7860,መጋሎ,"መጋሎ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,መጋሎ ባሌ ኦሮሚያ
7ef59029-f36a-497f-8544-d6958828f2bb,ውቅሮ,"ውቅሮ, ምስራቃዊ, ትግራይ",ትግራይ,ምስራቃዊ,ውቅሮ ምስራቃዊ ትግራይ
7fced933-6a6f-4a71-8d9d-ec46b93641a9,መግዊን,"መግዊን, ጎዴ, ሶማሊ",ሶማሊ,ጎዴ,መግዊን ጎዴ ሶማሊ
7fd39b04-7548-4872-b5ae-cc6a183ad182,ዜጌ,"ዜጌ, ምዕራብ ጎጃም, አማራ",አማራ,ምዕራብ ጎጃም,ዜጌ ምዕራብ ጎጃም አማራ
826295af-517a-49f1-a623-23246c465204,መሊዩ,"መሊዩ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,መሊዩ ባሌ ኦሮሚያ
8278cc36-9f7e-4c9d-9a1d-010adaeefb83,አጉላ,"አጉላ, ምስራቃዊ, ትግራይ",ትግራይ,ምስራቃዊ,አጉላ ምስራቃዊ ትግራይ
82860946-11d0-4c8c-a114-4313cdb23d66,ገና,"ገና, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ገና አርሲ ኦሮሚያ
83cf0007-2887-4967-ba03-d2d688e7defa,ማህደረ ማርያም,"ማህደረ ማርያም, ደቡብ ጎንደር, አማራ",አማራ,ደቡብ ጎንደር,ማህደረ ማርያም ደቡብ ጎንደር አማራ
882d82ea-d64b-4dd2-b4b8-f68ad8c99afa,ናንሰቦ,"ናንሰቦ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ናንሰቦ ባሌ ኦሮሚያ
891e4bd5-a376-4353-b01f-8430f0372cd1,ቡስሌ,"ቡስሌ, አፍዴር, ሶማሊ",ሶማሊ,አፍዴር,ቡስሌ አፍዴር ሶማሊ
8a71cf82-9fd6-4999-9c6d-59b88ee430f4,ጊላዎ,"ጊላዎ, ጋምቤላ ዞን 1, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 1,ጊላዎ ጋምቤላ ዞን 1 ጋምቤላ
8a8302ef-e6f7-463b-8adc-83cc988bffeb,አገረ ሲሳይ,"አገረ ሲሳይ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,አገረ ሲሳይ አርሲ ኦሮሚያ
8b102ec4-d64e-4a0c-9489-00a85bca4a4d,ፔሪየት,"ፔሪየት, ጋምቤላ ዞን 2, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 2,ፔሪየት ጋምቤላ ዞን 2 ጋምቤላ
8bdc9084-1efe-4181-925f-f720879910f1,አድዋ,"አድዋ, ማዕከላዊ, ትግራይ",ትግራይ,ማዕከላዊ,አድዋ ማዕከላዊ ትግራይ
8c47f0e2-125f-4165-a423-f5e678862260,ሂሞራ,"ሂሞራ, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,ሂሞራ ምዕራባዊ ትግራይ
8cafb20d-f1cf-4e60-907b-21d4432dc6ab,ዶሞ,"ዶሞ, ዋርዴር, ሶማሊ",ሶማሊ,ዋርዴር,ዶሞ ዋርዴር ሶማሊ
8d358d74-da09-48a1-bf7b-7bb06e232e61,ጉባ,"ጉባ, መተከል, ቤኒሻንጉል ጉሙዝ",ቤኒሻንጉል ጉሙዝ,መተከል,ጉባ መተከል ቤኒሻንጉል ጉሙዝ
8d9cdf22-93f8-47a1-9c23-a89d57621b37,መቻራ,"መቻራ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,መቻራ አርሲ ኦሮሚያ
8ee7524a-e8db-47f2-95cf-056b440e1b17,ዶንጉር,"ዶንጉር, መተከል, ቤኒሻንጉል ጉሙዝ",ቤኒሻንጉል ጉሙዝ,መተከል,ዶንጉር መተከል ቤኒሻንጉል ጉሙዝ
8f96b281-a1f9-455a-bcfd-186e64d35a0c,ሰምቦ,"ሰምቦ, ሰሜን ሸዋ, ኦሮሚያ",ኦሮሚያ,ሰሜን ሸዋ,ሰምቦ ሰሜን ሸዋ ኦሮሚያ
8fc56c21-5965-4d7d-bc90-8bd6b7ad4fee,ፊቅ,"ፊቅ, ፊቅ, ሶማሊ",ሶማሊ,ፊቅ,ፊቅ ፊቅ ሶማሊ
900a24ec-b5f3-49d9-b8d5-70a2957609c7,ዕዳጋ ሐሙስ,"ዕዳጋ ሐሙስ, ምስራቃዊ, ትግራይ",ትግራይ,ምስራቃዊ,ዕዳጋ ሐሙስ ምስራቃዊ ትግራይ
91293b50-4fcc-4481-ad0f-f247f29bb5d2,ባምቡ,"ባምቡ, ቤንች ማጂ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ቤንች ማጂ,ባምቡ ቤንች ማጂ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
9133e3c3-c88a-4bd3-a8ac-51ed246223d8,ዲዲግሳላ,"ዲዲግሳላ, አፋር ዞን 4, አፋር",አፋር,አፋር ዞን 4,ዲዲግሳላ አፋር ዞን 4 አፋር
91a92b04-945c-4425-95b9-df355cfa08cb,ሃምዳ ዲክሲስ,"ሃምዳ ዲክሲስ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ሃምዳ ዲክሲስ አርሲ ኦሮሚያ
91d443fb-2c79-430a-b2a6-e6704ccd8354,ሺሺንዳ,"ሺሺንዳ, ከፊቾ ሸኪቾ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ከፊቾ ሸኪቾ,ሺሺንዳ ከፊቾ ሸኪቾ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
9265d96f-21c3-4aab-b272-1c8de5228da3,ዳጋ መዶ,"ዳጋ መዶ, ደገሃቡር, ሶማሊ",ሶማሊ,ደገሃቡር,ዳጋ መዶ ደገሃቡር ሶማሊ
92d15499-f727-49b2-9dd8-ce91062e5f3a,ዳሮር,"ዳሮር, ደገሃቡር, ሶማሊ",ሶማሊ,ደገሃቡር,ዳሮር ደገሃቡር ሶማሊ
92d1cba5-c062-4479-acbf-b2e6d9fd646d,ባልባላያር,"ባልባላያር, ጎዴ, ሶማሊ",ሶማሊ,ጎዴ,ባልባላያር ጎዴ ሶማሊ
935fcdb8-dbf1-4ddf-8de8-226a1db298ed,ሎፈፍሌ,"ሎፈፍሌ, አፋር ዞን 1, አፋር",አፋር,አፋር ዞን 1,ሎፈፍሌ አፋር ዞን 1 አፋር
93d7b594-68fa-4189-8c54-7fc02b2f73a7,መሪድሌህ,"መሪድሌህ, ዋርዴር, ሶማሊ",ሶማሊ,ዋርዴር,መሪድሌህ ዋርዴር ሶማሊ
941ea11f-1de7-409b-8fcb-0fd209e5f07e,ጥንሳኤ ብርሃን,"ጥንሳኤ ብርሃን, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ጥንሳኤ ብርሃን አርሲ ኦሮሚያ
94a4eb7f-f89d-429f-909b-8cbd8719221a,አደት,"አደት, ምዕራብ ጎጃም, አማራ",አማራ,ምዕራብ ጎጃም,አደት ምዕራብ ጎጃም አማራ
957c1d1f-5824-4aae-922d-1430eff963ff,ደናን,"ደናን, ጎዴ, ሶማሊ",ሶማሊ,ጎዴ,ደናን ጎዴ ሶማሊ
96009d8e-f708-42d3-9d0a-090af69f150a,ደደቻ,"ደደቻ, አፋር ዞን 3, አፋር",አፋር,አፋር ዞን 3,ደደቻ አፋር ዞን 3 አፋር
968b8f9d-d7bb-443a-9e30-508454052165,አልዲ,"አልዲ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,አልዲ ባሌ ኦሮሚያ
9ade3c48-03dc-4627-baf1-6575129352fe,ሲሬ,"ሲሬ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ሲሬ አርሲ ኦሮሚያ
9b83c937-ea95-4ddc-a2e3-d1be3c99f9c8,በራህሌ,"በራህሌ, አፋር ዞን 2, አፋር",አፋር,አፋር ዞን 2,በራህሌ አፋር ዞን 2 አፋር
9d45907b-1daa-49d3-870a-75dc586e0429,ደልጊ,"ደልጊ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,ደልጊ ሰሜን ጎንደር አማራ
9de433ed-802e-4969-b4a5-83bbd169559c,አልማሄል,"አልማሄል, መተከል, ቤኒሻንጉል ጉሙዝ",ቤኒሻንጉል ጉሙዝ,መተከል,አልማሄል መተከል ቤኒሻንጉል ጉሙዝ
9e5c3c64-cc56-41b9-80ed-04230091372e,በልታ,"በልታ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,በልታ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
9e8569bb-aefc-49f1-9f40-ca8e34582ad3,ጅጋ,"ጅጋ, ምዕራብ ጎጃም, አማራ",አማራ,ምዕራብ ጎጃም,ጅጋ ምዕራብ ጎጃም አማራ
9ef606a5-878a-45a1-92be-e03fa157ba91,በበካ,"በበካ, ቤንች ማጂ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ቤንች ማጂ,በበካ ቤንች ማጂ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
9ffc1d5b-c41a-4074-863f-16076ca5cf63,አሚባራ,"አሚባራ, አፋር ዞን 3, አፋር",አፋር,አፋር ዞን 3,አሚባራ አፋር ዞን 3 አፋር
a029b92e-67a3-4427-9b8f-f486914210f5,ደራ,"ደራ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ደራ አርሲ ኦሮሚያ
a05acb00-f629-4947-85db-b5c9c6e24c7f,ድልቤ,"ድልቤ, ሰሜን ወሎ, አማራ",አማራ,ሰሜን ወሎ,ድልቤ ሰሜን ወሎ አማራ
a1461a62-b62d-4166-a1f3-c7df67ddee75,ባህር ዳር,"ባህር ዳር, ምዕራብ ጎጃም, አማራ",አማራ,ምዕራብ ጎጃም,ባህር ዳር ምዕራብ ጎጃም አማራ
a146e5e5-34d4-4a0a-bb7c-663bb4a9384c,ገልሃላሊ,"ገልሃላሊ, ጎዴ, ሶማሊ",ሶማሊ,ጎዴ,ገልሃላሊ ጎዴ ሶማሊ
a23ec2a7-7dc6-43a0-b3a8-cbb857cbbde8,ማጂ,"ማጂ, ቤንች ማጂ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ቤንች ማጂ,ማጂ ቤንች ማጂ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
a2f50075-dbdc-4f8e-adbf-3458f530b2d9,አዳባ,"አዳባ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,አዳባ ባሌ ኦሮሚያ
a3649d8c-c8c5-4cfa-8ab1-c1ef5dec418a,ጨንቻ,"ጨንቻ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,ጨንቻ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
a40c5411-868d-4325-a587-cbdcd0c2b7fe,እንዳ አባ ፀሐማ,"እንዳ አባ ፀሐማ, ማዕከላዊ, ትግራይ",ትግራይ,ማዕከላዊ,እንዳ አባ ፀሐማ ማዕከላዊ ትግራይ
a4f5690e-6d48-41b2-848c-54e2dbe5f65a,አንገረብ,"አንገረብ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,አንገረብ ሰሜን ጎንደር አማራ
a52d22ef-34c8-4bee-b9a2-36d2861b3ebf,ሰርዶ,"ሰርዶ, አፋር ዞን 1, አፋር",አፋር,አፋር ዞን 1,ሰርዶ አፋር ዞን 1 አፋር
a57a8647-7210-4e56-bef9-ac31d4e939b0,ፍሬወይኒ,"ፍሬወይኒ, ምስራቃዊ, ትግራይ",ትግራይ,ምስራቃዊ,ፍሬወይኒ ምስራቃዊ ትግራይ
a59cd090-8e10-45ef-bdba-c8bd399aa9e3,አቦቦ,"አቦቦ, ጋምቤላ ዞን 2, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 2,አቦቦ ጋምቤላ ዞን 2 ጋምቤላ
a65fb64c-8e79-4fe2-b777-7a535aaacf69,ኤልሞ ደሬ,"ኤልሞ ደሬ, ዋርዴር, ሶማሊ",ሶማሊ,ዋርዴር,ኤልሞ ደሬ ዋርዴር ሶማሊ
a75b5937-99f4-40a2-a511-08a8d0fe1586,ኩይሃ,"ኩይሃ, ደቡባዊ, ትግራይ",ትግራይ,ደቡባዊ,ኩይሃ ደቡባዊ ትግራይ
a80ee3cf-b268-4926-a0a1-7512141fc4e6,አዋሬ,"አዋሬ, ደገሃቡር, ሶማሊ",ሶማሊ,ደገሃቡር,አዋሬ ደገሃቡር ሶማሊ
